t,X_mean,X_sd
0.643,0.6201237,0.034783445
0.792999999999999,0.7902348,0.034141045
0.205,0.13705547,0.022905037
0.239,0.23943968,0.022168662
0.746,0.7468266,0.030207198
0.79,0.84136444,0.04050165
0.750999999999999,0.7587707,0.032047328
0.054,0.06158799,0.025425613
0.83,0.8645162,0.033470266
0.714,0.72808546,0.03241518
0.657,0.63510686,0.034805063
0.489,0.48617044,0.031954154
0.124,0.086550415,0.023755252
0.147,0.118075356,0.022906857
0.102,0.056995288,0.023755768
0.775999999999999,0.7683341,0.03173097
0.787999999999999,0.7746357,0.034001235
0.834,0.8466481,0.034845497
0.684,0.63839257,0.03190429
0.401,0.40348208,0.029646968
0.732,0.74245644,0.03713606
0.272,0.26965442,0.025926946
0.052,0.055808067,0.026807608
0.701,0.7024651,0.03297042
0.680999999999999,0.68864703,0.03146014
0.532999999999999,0.5204973,0.03420271
0.75,0.74918246,0.031801548
0.175,0.11138502,0.023267465
0.693,0.7094217,0.032241344
0.221,0.25969937,0.018355958
0.539,0.54360133,0.031849686
0.71,0.71752644,0.031467274
0.685999999999999,0.7165535,0.028894719
0.679,0.6874871,0.030952884
0.527,0.54162776,0.032261007
0.223,0.24322464,0.017959986
0.437999999999999,0.44641152,0.032618087
0.243,0.14296108,0.024223749
0.259,0.1676985,0.030840907
0.247,0.17284663,0.027171724
0.587,0.5669372,0.033826407
0.431,0.38007927,0.028198602
0.784,0.7738583,0.03365247
0.155,0.079484634,0.022733703
0.176,0.15480025,0.025233505
0.465,0.45363733,0.03158188
0.689,0.7174875,0.030825507
0.707,0.7371608,0.030874904
0.482,0.47498828,0.033477783
0.496,0.5129148,0.031453006
0.193999999999999,0.10148329,0.022875223
0.833,0.86726826,0.033490907
0.231999999999999,0.15511319,0.025206212
0.256,0.13122776,0.023804635
0.268999999999999,0.15989947,0.032530833
0.213,0.19859275,0.026981827
0.253,0.18840532,0.02521637
0.312,0.42199183,0.031145984
0.109,0.049351018,0.025101066
0.226,0.14443201,0.02583126
0.316,0.27359697,0.035011835
0.32,0.294994,0.03422836
0.33,0.29467043,0.025413813
0.228,0.116539344,0.022347135
0.121,0.051213466,0.026445098
0.273,0.13343048,0.031072408
0.235,0.15485382,0.025336724
0.284,0.33512998,0.043590005
0.337,0.31623185,0.03104834
0.495,0.49837634,0.031179879
0.424,0.44032174,0.029187271
0.524,0.507119,0.032341607
0.491,0.49177676,0.03292252
0.522,0.52953583,0.032318603
0.415,0.4347401,0.030606264
0.478,0.49049628,0.034524262
0.5,0.5112354,0.03231701
0.586,0.5508041,0.034419924
0.429,0.4325326,0.028931191
0.527,0.5373533,0.031854138
0.53,0.5308166,0.0328562
0.457999999999999,0.45718983,0.032628324
0.484,0.45979288,0.031634435
0.452,0.40871233,0.033352237
0.465,0.44403055,0.030186543
0.403999999999999,0.376547,0.027597228
0.504,0.4975291,0.032819122
0.63,0.5934615,0.033567905
0.632,0.64244324,0.031038096
0.493,0.47399238,0.03329681
0.4,0.4192197,0.030917415
0.652,0.6410984,0.033543993
0.644,0.7060089,0.030345771
0.636,0.58296835,0.03471862
0.639,0.62470293,0.030586911
0.609,0.6207926,0.030455891
0.556,0.5957388,0.032539103
0.598,0.6771485,0.029287511
0.623,0.584789,0.031904634
0.607,0.6563841,0.03217581
0.618,0.65556514,0.03297017
0.649,0.65383875,0.031809654
0.601,0.6155209,0.036702175
0.616,0.61935014,0.030943034
0.625,0.61303306,0.030899892
0.637,0.6418859,0.03096849
0.581,0.6396275,0.03125222
0.555,0.580742,0.031226123
0.507,0.52878904,0.031138849
0.579,0.5765755,0.031091765
0.62,0.6562437,0.03086057
0.592,0.60349286,0.03084287
0.544,0.62623507,0.033866685
0.561,0.65285164,0.0320166
0.574,0.6453738,0.033387266
